tên_xe,giá,năm_sản_xuất,kiểu_dáng,tình_trạng,xuất_xứ,số_km_đã_đi,tỉnh_thành,hộp_số,nhiên_liệu
Bentley Bentayga 2021,12900000000.0,Năm SX 2021,Na,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 7.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford Ranger 2017,575000000.0,Năm SX 2017,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 90.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Toyota Corolla Altis 2014,415000000.0,Năm SX 2014,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 180.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford Ranger 2022,585000000.0,Năm SX 2022,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 30.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Ford Everest Titanium 2.0 AT 4x2 2020,860000000.0,Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 80.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Mazda CX-5 2022,740000000.0,Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 30.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Veloz Cross 1.5 CVT TOP 2022,555000000.0,Năm SX 2022,Na,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 50.000 km,"Tỉnh thành
Nam Định",Hộp số Số tự động,Nhiên liệu Máy xăng
Mitsubishi Triton 4×4 AT MIVEC PREMIUM 2021,630000000.0,Năm SX 2021,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 80.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Ford Everest 2020,860000000.0,Năm SX 2020,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 8.200 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Nissan Navara EL Premium 2019,485000000.0,Năm SX 2019,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 45.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Toyota Vios 1.5 G CVT 2022,445000000.0,Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 61.000 km,"Tỉnh thành
Thái Nguyên",Hộp số Số tự động,Nhiên liệu Máy xăng
Mazda 3 1.5L Sedan 2017,396000000.0,Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 100.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Camry 2.0E 2014,439000000.0,Năm SX 2014,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 135.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz C300 AMG 2020,999000000.0,Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 51.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz GLC 200 4Matic 2021,1399000000.0,Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 40.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Porsche Cayenne 3.6 V6 2014,1188000000.0,Năm SX 2014,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 92 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
VinFast VF 3 2024,240000000.0,Năm SX 2024,Kiểu dáng Crossover,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 6.611 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Điện
Mercedes-Benz GLC 300 4Matic V1 2022,1839000000.0,Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 32.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Porsche Cayenne V6 3.0 2021,3899000000.0,Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 63.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz S450 4Matic 2022,3799000000.0,Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 24.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz GLC 300 4Matic 2023,1850000000.0,Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 19.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
MG 5 1.5L Luxury 2023,435000000.0,Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 12.895 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Kia Cerato 2.0 AT Premium 2020,485000000.0,Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 39.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Innova 2.0E 2017,435000000.0,Năm SX 2017,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 82.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số sàn,Nhiên liệu Máy xăng
Nissan X trail 2.5 SV 4WD Premium 2018,595000000.0,Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Nissan X trail 2.5 SV 4WD Premium 2018,595000000.0,Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Fortuner 2.4 MT 4x2 2019,715000000.0,Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 107.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số sàn,Nhiên liệu Máy dầu
Kia Forte SLI 1.6 AT 2011,240000000.0,Năm SX 2011,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 99.000 km,"Tỉnh thành
Bình Dương",Hộp số Số tự động,Nhiên liệu Máy xăng
Suzuki XL7 2020,420000000.0,Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 55.000 km,"Tỉnh thành
Bình Phước",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Vios 1.5G AT 2021,438000000.0,Năm SX 2021,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 55.000 km,"Tỉnh thành
Bình Phước",Hộp số Số tự động,Nhiên liệu Máy xăng
Kia Sorento 2.4L AT 2017,429000000.0,Năm SX 2017,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 90.100 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz GLC 300 4Matic 2023,2399000000.0,Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 15.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Lexus LX 570 2021,8340000000.0,Năm SX 2021,Na,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 10.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Innova 2.0E 2017,396000000.0,Năm SX 2017,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 110.000 km,"Tỉnh thành
Hà Nội",Hộp số Số sàn,Nhiên liệu Máy xăng
Kia Rio 1.4 AT 2016,316000000.0,Năm SX 2016,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 65.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
VinFast Fadil Cao cấp 2021,319000000.0,Năm SX 2021,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 30.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Honda CR-V 1.5 L 2018,708000000.0,Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 100.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Corolla Altis 2.0V  2015,450000000.0,Năm SX 2015,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 115.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Santa Fe 2.2 Dầu Cao cấp 2022,1119000000.0,Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 48.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Hyundai Tucson 2015,530000000.0,Năm SX 2015,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 88.000 km,"Tỉnh thành
Bình Dương",Hộp số Số tự động,Nhiên liệu Máy xăng
Honda HR-V L 2019,510000000.0,Năm SX 2019,Kiểu dáng Crossover,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 60.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Kia Sorento 2.2 DAT Premium 2021,850000000.0,Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 51.000 km,"Tỉnh thành
Bình Phước",Hộp số Số tự động,Nhiên liệu Máy dầu
Kia Sorento 2.4AT 2017,530000000.0,Năm SX 2017,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 70.000 km,"Tỉnh thành
Bình Phước",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford Ranger 2015,315000000.0,Năm SX 2015,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 90.000 km,"Tỉnh thành
Bình Phước",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford Ranger XL 2.0L 4x4 MT 2022,560000000.0,Năm SX 2022,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 33.000 km,"Tỉnh thành
Bình Phước",Hộp số Số sàn,Nhiên liệu Máy dầu
Toyota Fortuner 2017,850000000.0,Năm SX 2017,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 51.000 km,"Tỉnh thành
Bình Phước",Hộp số Số tự động,Nhiên liệu Máy dầu
Toyota Fortuner 2.4 MT 4x2 2017,700000000.0,Năm SX 2017,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 54.000 km,"Tỉnh thành
Bình Phước",Hộp số Số sàn,Nhiên liệu Máy dầu
Mercedes-Benz AMG GLE 53 4MATIC Coupe 2022,3899000000.0,Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 13.333 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Jeep Wrangler Rubicon 2021,2499000000.0,Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 45.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Porsche 718 Boxster T 2023,4950000000.0,Năm SX 2023,Kiểu dáng Convertible,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 1.300 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford EcoSport Trend 2018,350000000.0,Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 120.000 km,"Tỉnh thành
Đà Nẵng",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Santa Fe 2.5 Xăng Cao cấp 2020,810000000.0,Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 40.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Santa Fe 2.4L Xăng Cao cấp 2017,655000000.0,Năm SX 2017,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 70.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Santa Fe 2.2 Dầu Cao cấp 2020,855000000.0,Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 85.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Hyundai Santa Fe 2009,386000000.0,Năm SX 2009,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 130.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Kia Rondo 2016,360000000.0,Năm SX 2016,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 90.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Honda Civic 1.8 AT 2011,255000000.0,Năm SX 2011,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 150.000 km,"Tỉnh thành
Phú Thọ",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Fortuner 2.7 V 4X2 AT 2017,659000000.0,Năm SX 2017,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 83.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
GAC M8 2024,1699000000.0,Năm SX 2024,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 7.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford Ranger Raptor 2024,1135000000.0,Năm SX 2024,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 35.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Hyundai Accent 1.4 AT 2018,350000000.0,Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 80 km,"Tỉnh thành
Thanh Hóa",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford Everest Titanium 2.0 AT 4x2 2020,820000000.0,Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 70 km,"Tỉnh thành
Thanh Hóa",Hộp số Số tự động,Nhiên liệu Máy dầu
Mazda 2 1.5AT 2016,290000000.0,Năm SX 2016,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 80 km,"Tỉnh thành
Thanh Hóa",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford Ranger XLS 2.0L 4x2 AT 2015,360000000.0,Năm SX 2015,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 90 km,"Tỉnh thành
Thanh Hóa",Hộp số Số tự động,Nhiên liệu Máy dầu
Mazda BT-50 1.9 AT 4x2 2017,390000000.0,Năm SX 2017,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 90 km,"Tỉnh thành
Thanh Hóa",Hộp số Số tự động,Nhiên liệu Máy dầu
Kia Morning Si 1.25 AT 2016,235000000.0,Năm SX 2016,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 110.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
VinFast Fadil Nâng Cao 2019,310000000.0,Năm SX 2019,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 40.000 km,"Tỉnh thành
Bình Dương",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Innova 2.0 Venturer AT 2022,720000000.0,Năm SX 2022,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 100.000 km,"Tỉnh thành
Bình Dương",Hộp số Số tự động,Nhiên liệu Máy xăng
VinFast Fadil Nâng Cao 2019,310000000.0,Năm SX 2019,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 40.000 km,"Tỉnh thành
Bình Dương",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Innova 2.0 Venturer AT 2022,720000000.0,Năm SX 2022,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 100.000 km,"Tỉnh thành
Bình Dương",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz E300 AMG 2021,1699000000.0,Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 41.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Land Cruiser 2020,828000000.0,Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 76.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Volkswagen Tiguan  2010,345000000.0,Năm SX 2010,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 95.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Fortuner 2.7V TRD 4x4 2016,535000000.0,Năm SX 2016,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 140.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford Ranger XLS 2.2 4x2 AT 2016,380000000.0,Năm SX 2016,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 80.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Hyundai Accent 1.4 AT Đặc biệt 2022,435000000.0,Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 40.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Chevrolet Cruze LTZ 1.8 2016,260000000.0,Năm SX 2016,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
VinFast VF8 2023,710000000.0,Năm SX 2023,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 55.000 km,"Tỉnh thành
Vĩnh Phúc",Hộp số Số tự động,Nhiên liệu Máy xăng
VinFast VF8 2023,710000000.0,Năm SX 2023,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 45.000 km,"Tỉnh thành
Vĩnh Phúc",Hộp số Số tự động,Nhiên liệu Máy xăng
VinFast VF8 2023,695000000.0,Năm SX 2023,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 56.000 km,"Tỉnh thành
Vĩnh Phúc",Hộp số Số tự động,Nhiên liệu Máy xăng
VinFast LUX A2.0 2020,500000000.0,Năm SX 2020,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.000 km,"Tỉnh thành
Vĩnh Phúc",Hộp số Số tự động,Nhiên liệu Máy xăng
VinFast Fadil 2020,275000000.0,Năm SX 2020,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.000 km,"Tỉnh thành
Vĩnh Phúc",Hộp số Số tự động,Nhiên liệu Máy xăng
Mitsubishi Attrage 2022,255000000.0,Năm SX 2022,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 45.000 km,"Tỉnh thành
Vĩnh Phúc",Hộp số Số tự động,Nhiên liệu Máy xăng
Suzuki Ertiga 1.5L Sport AT 2017,335000000.0,Năm SX 2017,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 90.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mitsubishi Xpander AT Premium 2021,475000000.0,Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 50.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz GLA 45 AMG 2015,678000000.0,Năm SX 2015,Kiểu dáng Crossover,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 85.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mazda 6 2.0 Premium 2022,678000000.0,Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 36.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Accent 1.4 AT 2022,429000000.0,Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Kia Cerato 2021,479000000.0,Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 70.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Accent 1.4 AT Đặc biệt 2022,439000000.0,Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Fortuner 2.4 MT 4x2 2019,775000000.0,Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 20.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số sàn,Nhiên liệu Máy dầu
Toyota Camry 2.0E 2013,436000000.0,Năm SX 2013,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 128.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Santa Fe 2.2L Dầu Tiêu chuẩn 2022,969000000.0,Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 63.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Toyota Vios 1.5E MT 2023,379000000.0,Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 47.000 km,"Tỉnh thành
Hà Nội",Hộp số Số sàn,Nhiên liệu Máy xăng
Toyota Raize 2023,495000000.0,Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 15.000 km,"Tỉnh thành
Bình Dương",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Fortuner 2022,955000000.0,Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 42.000 km,"Tỉnh thành
Đồng Nai",Hộp số Số tự động,Nhiên liệu Máy dầu
Honda City 1.5 TOP CVT 2018,375000000.0,Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 80.000 km,"Tỉnh thành
Bình Dương",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Vios 1.5G AT 2016,315000000.0,Năm SX 2016,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 100.000 km,"Tỉnh thành
Bình Dương",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Vios 1.5E MT 2018,268000000.0,Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 90.000 km,"Tỉnh thành
Bình Dương",Hộp số Số sàn,Nhiên liệu Máy xăng
Hyundai Elantra 2022,499000000.0,Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 43.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Kia Sportage 1.6 T Signature X-line AWD 2022,839000000.0,Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 27.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Elantra Sport 1.6 2020,509000000.0,Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 61.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Accent 1.4 AT 2023,475000000.0,Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 13.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
VinFast LUX SA2.0 Nâng cao 2021,730000000.0,Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.000 km,"Tỉnh thành
Bình Dương",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Land Cruiser VXS V8 5.7L 2021,4539000000.0,Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 60.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz Maybach S450 4Matic 2020,4286000000.0,Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 30.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz Maybach S450 4Matic 2020,4286000000.0,Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 30.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
